time (us), m_acc_x, m_acc_y, m_acc_z, m_mag_x, m_gyr_y, m_gyr_z, m_mag_x, m_mag_y, m_mag_z, l_acc_x, l_acc_y, l_acc_z, l_gyr_x, l_gyr_y, l_gyr_z, l_mag_x, l_mag_y, l_mag_z
540184770, -0.023942, +0.253785, +9.734824, -0.025541, -0.007450, +0.004257, +68.625000, +0.358594, +35.486719, +0.021535, +0.157926, +9.640682, -0.050091, -0.003665, +0.042761, +53.940000, -38.280000, +54.230000,
540285902, -0.076614, +0.138864, +9.691728, -0.026606, -0.013835, +0.003193, +69.518555, +0.179297, +35.658984, -0.028714, +0.150748, +9.626325, -0.045204, -0.003665, +0.039095, +53.766000, -38.106000, +55.274000,
540387030, -0.119710, +0.287304, +9.682152, -0.026606, -0.013835, +0.003193, +68.625000, +2.151562, +36.520313, -0.035892, +0.150748, +9.497113, -0.045204, -0.008552, +0.032987, +53.302000, -37.526000, +54.578000,
540488213, -0.100556, +0.282516, +9.854534, -0.024477, -0.012771, +0.001064, +68.625000, +1.792969, +34.797656, -0.078963, +0.122034, +9.626325, -0.050091, -0.007330, +0.037874, +53.650000, -37.874000, +54.346000,
540589355, -0.038307, +0.263362, +9.758766, -0.026606, -0.013835, -0.001064, +70.233398, +0.896484, +36.348047, -0.071785, +0.129212, +9.597611, -0.050091, -0.010996, +0.034208, +53.534000, -37.990000, +55.042000,
540690487, -0.086191, +0.244209, +9.725247, -0.026606, -0.010642, +0.004257, +70.233398, +0.896484, +36.348047, -0.114855, +0.086142, +9.597611, -0.045204, -0.000000, +0.039095, +53.940000, -38.280000, +55.390000,
540791616, -0.095768, +0.258574, +9.600749, -0.027670, -0.012771, +0.001064, +70.233398, +0.896484, +36.348047, -0.071785, +0.150748, +9.626325, -0.048869, -0.010996, +0.039095, +53.940000, -37.700000, +54.868000,
540892745, -0.095768, +0.225055, +9.725247, -0.026606, -0.014899, +0.000000, +69.339844, +0.717187, +35.486719, -0.086142, +0.086142, +9.655039, -0.045204, -0.007330, +0.036652, +52.896000, -37.236000, +54.172000,
540993890, -0.023942, +0.258574, +9.768343, -0.025541, -0.015963, +0.002128, +68.982422, +0.358594, +35.831250, -0.043071, +0.122034, +9.640682, -0.047647, -0.002443, +0.039095, +53.070000, -38.338000, +54.810000,
541095017, -0.038307, +0.239420, +9.797073, -0.025541, -0.012771, +0.002128, +69.339844, +1.075781, +36.520313, -0.114855, +0.157926, +9.619147, -0.047647, -0.009774, +0.035430, +53.418000, -37.526000, +54.346000,
541196188, -0.019154, +0.287304, +9.667786, -0.024477, -0.013835, +0.000000, +69.339844, +1.075781, +35.486719, -0.050249, +0.078963, +9.734002, -0.048869, -0.008552, +0.040317, +53.128000, -38.048000, +54.346000,
541297320, +0.014365, +0.359130, +9.686940, -0.025541, -0.013835, +0.000000, +69.339844, +1.075781, +35.486719, -0.100499, +0.193819, +9.611968, -0.039095, -0.002443, +0.037874, +53.244000, -38.222000, +54.694000,
541398471, -0.038307, +0.253785, +9.782708, -0.024477, -0.012771, +0.000000, +70.590820, +0.179297, +36.003516, -0.086142, +0.129212, +9.590433, -0.050091, -0.002443, +0.034208, +53.186000, -38.164000, +55.100000,
541499601, -0.062249, +0.253785, +9.572018, -0.025541, -0.012771, +0.004257, +70.233398, -0.179297, +37.037109, -0.086142, +0.093320, +9.590433, -0.047647, -0.002443, +0.035430, +53.824000, -37.468000, +54.984000,
541600872, -0.043096, +0.277727, +9.701305, -0.025541, -0.011706, +0.004257, +68.803711, +0.537891, +35.658984, -0.007178, +0.093320, +9.683753, -0.042761, -0.004887, +0.035430, +53.534000, -37.990000, +55.216000,
541702005, -0.062249, +0.253785, +9.806650, -0.025541, -0.010642, +0.003193, +68.803711, +1.255078, +36.348047, -0.078963, +0.100499, +9.655039, -0.036652, -0.003665, +0.037874, +53.128000, -37.874000, +55.100000,
541803135, -0.081403, +0.311246, +9.686940, -0.025541, -0.013835, +0.001064, +68.803711, +1.255078, +36.348047, -0.114855, +0.078963, +9.583255, -0.046426, -0.004887, +0.034208, +53.824000, -38.338000, +55.622000,
541904262, -0.076614, +0.277727, +9.686940, -0.025541, -0.012771, +0.003193, +68.803711, +0.537891, +35.314453, -0.114855, +0.157926, +9.690932, -0.045204, -0.007330, +0.039095, +53.766000, -37.758000, +54.578000,
542005398, -0.086191, +0.244209, +9.682152, -0.027670, -0.011706, +0.001064, +68.803711, +0.179297, +34.969922, -0.071785, +0.136391, +9.583255, -0.051313, -0.008552, +0.039095, +53.766000, -38.222000, +55.158000,
542106530, -0.081403, +0.138864, +9.773131, -0.025541, -0.012771, +0.002128, +68.267578, +0.717187, +36.175781, -0.172283, +0.093320, +9.590433, -0.050091, +0.003665, +0.039095, +53.650000, -38.512000, +54.984000,
542207675, -0.148441, +0.287304, +9.701305, -0.027670, -0.011706, +0.002128, +70.054688, +0.717187, +36.175781, -0.086142, +0.143569, +9.640682, -0.045204, -0.000000, +0.035430, +53.766000, -37.874000, +54.346000,
542308835, -0.076614, +0.311246, +9.773131, -0.024477, -0.014899, +0.001064, +70.590820, +0.896484, +37.381641, -0.107677, +0.122034, +9.655039, -0.041539, -0.003665, +0.034208, +53.302000, -38.512000, +54.404000,
542409968, +0.028730, +0.296881, +9.696517, -0.027670, -0.013835, +0.001064, +70.590820, +0.896484, +37.381641, -0.028714, +0.114855, +9.561719, -0.048869, -0.004887, +0.030543, +53.070000, -38.048000, +54.694000,
542511100, -0.086191, +0.229843, +9.696517, -0.026606, -0.013835, +0.003193, +68.803711, +0.537891, +36.348047, -0.078963, +0.114855, +9.597611, -0.045204, -0.004887, +0.037874, +53.534000, -37.758000, +54.520000,
542612243, -0.138864, +0.325611, +9.830592, -0.026606, -0.011706, +0.000000, +70.233398, -0.179297, +36.003516, -0.028714, +0.172283, +9.698110, -0.041539, -0.006109, +0.039095, +53.766000, -37.874000, +54.404000,
542713376, -0.090980, +0.325611, +9.782708, -0.027670, -0.014899, +0.003193, +68.803711, +0.179297, +37.381641, -0.071785, +0.086142, +9.726824, -0.045204, -0.000000, +0.040317, +53.592000, -38.512000, +54.578000,
542814498, -0.038307, +0.282516, +9.782708, -0.023413, -0.015963, +0.004257, +69.339844, +1.075781, +36.520313, -0.136391, +0.107677, +9.655039, -0.041539, -0.009774, +0.040317, +53.418000, -38.106000, +54.810000,
542915629, -0.081403, +0.301669, +9.662998, -0.026606, -0.013835, +0.004257, +69.339844, +1.075781, +36.520313, -0.086142, +0.136391, +9.590433, -0.053756, -0.003665, +0.037874, +54.114000, -37.758000, +54.752000,
543016764, -0.081403, +0.244209, +9.586383, -0.026606, -0.009578, +0.001064, +68.982422, +0.717187, +37.553906, -0.035892, +0.078963, +9.583255, -0.043982, -0.004887, +0.039095, +53.824000, -38.222000, +55.042000,
543117920, -0.057461, +0.277727, +9.825804, -0.025541, -0.011706, +0.002128, +68.088867, +0.537891, +37.381641, -0.050249, +0.136391, +9.676575, -0.045204, -0.007330, +0.034208, +53.244000, -37.932000, +54.984000,
543219068, -0.038307, +0.234632, +9.581595, -0.026606, -0.013835, +0.001064, +69.875977, +1.613672, +36.003516, -0.093320, +0.172283, +9.633504, -0.046426, -0.003665, +0.035430, +53.418000, -37.816000, +53.940000,
543320197, +0.014365, +0.253785, +9.720459, -0.026606, -0.015963, +0.001064, +70.054688, +1.075781, +34.453125, -0.100499, +0.050249, +9.669396, -0.048869, -0.009774, +0.036652, +53.592000, -37.526000, +54.346000,
543421332, -0.019154, +0.272939, +9.662998, -0.027670, -0.013835, +0.000000, +70.054688, +1.075781, +34.453125, -0.086142, +0.086142, +9.561719, -0.040317, -0.000000, +0.034208, +53.592000, -38.106000, +53.882000,
543522575, -0.019154, +0.292093, +9.753978, -0.027670, -0.014899, +0.001064, +69.161133, -0.179297, +36.692578, -0.136391, +0.122034, +9.583255, -0.046426, -0.009774, +0.035430, +54.056000, -37.990000, +53.998000,
543623719, -0.105345, +0.378284, +9.562441, -0.027670, -0.011706, +0.001064, +68.625000, +0.000000, +35.486719, -0.143569, +0.150748, +9.561719, -0.043982, -0.007330, +0.042761, +53.418000, -38.918000, +53.882000,
543724858, -0.052672, +0.258574, +9.615114, -0.029798, -0.011706, +0.001064, +70.054688, +0.358594, +35.831250, -0.014357, +0.093320, +9.633504, -0.045204, -0.002443, +0.036652, +53.476000, -38.802000, +53.998000,
543825997, -0.129287, +0.215478, +9.730036, -0.024477, -0.011706, +0.002128, +70.054688, +0.717187, +36.175781, -0.107677, +0.136391, +9.748359, -0.048869, -0.007330, +0.036652, +54.114000, -38.860000, +54.636000,
543927138, -0.062249, +0.296881, +9.773131, -0.023413, -0.011706, +0.002128, +69.161133, +0.179297, +36.692578, -0.050249, +0.143569, +9.712467, -0.042761, -0.012217, +0.037874, +53.418000, -38.338000, +53.882000,
544028299, -0.067038, +0.205901, +9.658209, -0.022349, -0.017028, +0.002128, +69.161133, +0.179297, +36.692578, -0.021535, +0.071785, +9.590433, -0.047647, -0.001222, +0.032987, +54.404000, -38.106000, +54.926000,
544129435, -0.105345, +0.244209, +9.662998, -0.025541, -0.011706, +0.002128, +67.910156, +0.717187, +36.520313, -0.028714, +0.222533, +9.647861, -0.036652, -0.006109, +0.035430, +53.534000, -37.932000, +55.274000,
544230568, -0.047884, +0.296881, +9.701305, -0.024477, -0.011706, +0.001064, +68.803711, +1.613672, +34.280859, -0.050249, +0.236889, +9.597611, -0.047647, -0.003665, +0.039095, +53.476000, -38.106000, +54.926000,
544331692, -0.047884, +0.292093, +9.801862, -0.026606, -0.015963, +0.002128, +69.518555, +0.179297, +36.003516, -0.157926, +0.236889, +9.640682, -0.040317, -0.004887, +0.041539, +53.476000, -38.396000, +54.984000,
544432826, -0.134075, +0.335188, +9.720459, -0.023413, -0.010642, +0.002128, +69.518555, +0.179297, +36.003516, -0.086142, +0.150748, +9.662218, -0.050091, -0.004887, +0.040317, +54.172000, -38.048000, +54.752000,
544533959, -0.081403, +0.229843, +9.701305, -0.029798, -0.010642, +0.003193, +69.518555, +0.179297, +36.003516, +0.007178, +0.222533, +9.633504, -0.047647, -0.000000, +0.034208, +53.592000, -38.628000, +55.274000,
544635092, -0.052672, +0.253785, +9.739612, -0.024477, -0.012771, +0.004257, +69.875977, +1.255078, +34.969922, -0.114855, +0.143569, +9.597611, -0.042761, -0.008552, +0.032987, +54.230000, -37.932000, +55.332000,
544736226, -0.009577, +0.373495, +9.701305, -0.027670, -0.011706, +0.002128, +70.233398, +1.255078, +35.314453, -0.071785, +0.129212, +9.604790, -0.042761, -0.003665, +0.036652, +53.708000, -38.396000, +54.288000,
544837353, -0.047884, +0.311246, +9.653421, -0.023413, -0.014899, +0.002128, +69.518555, -1.255078, +36.692578, -0.078963, +0.157926, +9.525827, -0.048869, +0.001222, +0.035430, +53.592000, -37.468000, +54.520000,
544938507, -0.043096, +0.248997, +9.892841, -0.023413, -0.011706, +0.005321, +67.374023, +1.255078, +36.003516, -0.093320, +0.165105, +9.597611, -0.043982, -0.004887, +0.036652, +54.230000, -38.222000, +53.998000,
545039636, -0.119710, +0.325611, +9.686940, -0.026606, -0.011706, +0.000000, +67.374023, +1.255078, +36.003516, -0.043071, +0.100499, +9.619147, -0.046426, -0.002443, +0.037874, +53.998000, -38.280000, +54.114000,
545140766, -0.081403, +0.311246, +9.773131, -0.023413, -0.010642, +0.002128, +67.374023, +1.255078, +36.003516, -0.093320, +0.150748, +9.626325, -0.043982, -0.002443, +0.037874, +53.070000, -38.570000, +54.230000,
545241900, -0.081403, +0.344765, +9.825804, -0.027670, -0.011706, +0.002128, +67.910156, +2.151562, +35.831250, -0.122034, +0.129212, +9.561719, -0.047647, -0.013439, +0.034208, +53.128000, -38.454000, +54.868000,
545343049, -0.081403, +0.344765, +9.825804, -0.027670, -0.011706, +0.002128, +67.552734, +1.075781, +35.486719, -0.136391, +0.157926, +9.662218, -0.043982, -0.003665, +0.039095, +53.070000, -38.396000, +54.810000,
545462304, -0.067038, +0.205901, +9.806650, -0.027670, -0.008514, +0.004257, +68.267578, -0.358594, +37.209375, -0.100499, +0.107677, +9.633504, -0.052534, -0.004887, +0.039095, +53.476000, -37.758000, +54.346000,
545563468, -0.110133, +0.263362, +9.658209, -0.027670, -0.011706, +0.002128, +68.982422, +2.151562, +36.175781, -0.000000, +0.157926, +9.662218, -0.046426, -0.003665, +0.045204, +53.476000, -38.396000, +54.288000,
545664603, -0.067038, +0.258574, +9.787496, -0.028734, -0.015963, -0.001064, +68.982422, +2.151562, +36.175781, -0.100499, +0.107677, +9.662218, -0.048869, -0.015882, +0.035430, +53.360000, -38.280000, +54.984000,
545765741, -0.062249, +0.277727, +9.591172, -0.024477, -0.009578, +0.002128, +68.088867, -0.179297, +34.969922, -0.150748, +0.100499, +9.619147, -0.042761, -0.003665, +0.035430, +53.302000, -38.454000, +54.346000,
545866878, -0.105345, +0.258574, +9.586383, -0.024477, -0.011706, +0.001064, +68.446289, +0.537891, +36.348047, -0.086142, +0.236889, +9.647861, -0.045204, -0.001222, +0.032987, +53.418000, -38.222000, +53.824000,
545968043, -0.067038, +0.287304, +9.672575, -0.024477, -0.013835, +0.001064, +67.910156, -0.717187, +35.831250, -0.114855, +0.136391, +9.619147, -0.043982, +0.001222, +0.037874, +53.766000, -38.802000, +54.346000,
546069189, -0.014365, +0.296881, +9.835380, -0.023413, -0.010642, -0.001064, +68.803711, +1.972266, +36.692578, -0.071785, +0.172283, +9.676575, -0.048869, -0.002443, +0.041539, +53.534000, -38.280000, +54.636000,
546170322, -0.043096, +0.287304, +9.734824, -0.027670, -0.011706, +0.004257, +70.590820, +1.972266, +36.003516, -0.107677, +0.071785, +9.655039, -0.043982, -0.002443, +0.039095, +53.940000, -37.468000, +54.462000,
546271462, -0.019154, +0.215478, +9.787496, -0.024477, -0.015963, +0.002128, +70.590820, +1.972266, +36.003516, -0.035892, +0.107677, +9.662218, -0.043982, -0.007330, +0.036652, +53.882000, -37.990000, +53.940000,
546372609, +0.023942, +0.272939, +9.682152, -0.023413, -0.013835, +0.002128, +69.339844, -0.358594, +36.520313, -0.093320, +0.100499, +9.561719, -0.045204, -0.004887, +0.042761, +53.534000, -38.048000, +55.100000,
546473753, -0.023942, +0.215478, +9.686940, -0.023413, -0.013835, +0.002128, +67.731445, +0.537891, +36.003516, -0.172283, +0.215354, +9.511470, -0.048869, -0.010996, +0.040317, +53.418000, -37.700000, +54.926000,
546574887, -0.076614, +0.268151, +9.710882, -0.024477, -0.014899, +0.003193, +69.697266, +0.717187, +35.142187, -0.114855, +0.172283, +9.633504, -0.048869, -0.003665, +0.032987, +53.708000, -37.874000, +54.404000,
546676027, -0.095768, +0.354342, +9.667786, -0.023413, -0.011706, +0.002128, +69.339844, +0.358594, +35.486719, -0.071785, +0.165105, +9.662218, -0.041539, -0.009774, +0.037874, +53.824000, -38.222000, +54.404000,
546777169, -0.119710, +0.263362, +9.739612, -0.026606, -0.015963, +0.000000, +69.339844, +0.358594, +35.486719, -0.057428, +0.129212, +9.662218, -0.042761, -0.004887, +0.034208, +53.534000, -38.164000, +54.230000,
546878331, -0.052672, +0.325611, +9.696517, -0.026606, -0.011706, +0.002128, +68.446289, +0.179297, +35.658984, -0.143569, +0.200997, +9.583255, -0.046426, -0.013439, +0.043982, +52.838000, -37.874000, +54.404000,
546979466, -0.014365, +0.301669, +9.682152, -0.028734, -0.014899, +0.001064, +67.731445, +0.537891, +37.037109, -0.086142, +0.136391, +9.568898, -0.046426, -0.000000, +0.040317, +53.882000, -38.338000, +54.172000,
547080589, -0.095768, +0.253785, +9.763554, -0.025541, -0.012771, +0.001064, +67.552734, +1.075781, +36.175781, -0.007178, +0.122034, +9.676575, -0.050091, -0.014661, +0.035430, +53.418000, -37.758000, +54.810000,
547181708, +0.062249, +0.292093, +9.787496, -0.026606, -0.013835, +0.004257, +67.910156, +0.717187, +35.486719, -0.172283, +0.093320, +9.611968, -0.047647, -0.003665, +0.035430, +54.114000, -37.990000, +54.288000,
547282840, -0.110133, +0.272939, +9.840169, -0.026606, -0.012771, +0.002128, +67.910156, +0.717187, +35.486719, -0.043071, +0.193819, +9.626325, -0.043982, -0.010996, +0.035430, +53.708000, -38.744000, +54.694000,
547384107, -0.110133, +0.244209, +9.701305, -0.024477, -0.013835, +0.000000, +69.875977, -0.896484, +37.037109, -0.093320, +0.035892, +9.497113, -0.045204, -0.007330, +0.036652, +53.824000, -37.990000, +54.404000,
547485248, -0.067038, +0.344765, +9.591172, -0.028734, -0.015963, -0.001064, +69.161133, +2.689453, +36.003516, -0.107677, +0.172283, +9.597611, -0.046426, -0.004887, +0.040317, +54.230000, -37.758000, +54.926000,
547586384, -0.148441, +0.229843, +9.667786, -0.024477, -0.011706, +0.003193, +68.446289, +0.896484, +37.037109, -0.064606, +0.150748, +9.590433, -0.045204, -0.004887, +0.034208, +53.650000, -37.816000, +54.868000,
547687523, -0.095768, +0.311246, +9.648633, -0.029798, -0.011706, +0.001064, +68.446289, +0.896484, +37.037109, -0.107677, +0.093320, +9.669396, -0.052534, -0.006109, +0.037874, +53.418000, -38.106000, +54.346000,
547788646, -0.090980, +0.277727, +9.753978, -0.025541, -0.011706, +0.003193, +68.982422, -0.358594, +35.831250, -0.100499, +0.064606, +9.576076, -0.045204, -0.008552, +0.037874, +53.650000, -37.816000, +54.520000,
547889782, -0.090980, +0.282516, +9.696517, -0.024477, -0.010642, -0.001064, +68.982422, -0.358594, +35.831250, -0.071785, +0.172283, +9.568898, -0.047647, -0.002443, +0.036652, +53.824000, -37.816000, +54.462000,
547990913, -0.043096, +0.268151, +9.768343, -0.028734, -0.009578, +0.004257, +69.875977, +0.537891, +36.692578, -0.107677, +0.086142, +9.561719, -0.041539, -0.004887, +0.037874, +54.288000, -38.628000, +55.622000,
548092044, -0.134075, +0.325611, +9.691728, -0.023413, -0.011706, +0.001064, +67.195312, +1.434375, +34.797656, -0.114855, +0.078963, +9.561719, -0.050091, -0.002443, +0.036652, +53.650000, -37.816000, +55.506000,
548193179, -0.047884, +0.268151, +9.667786, -0.027670, -0.013835, +0.001064, +68.982422, +2.151562, +36.175781, -0.122034, +0.028714, +9.611968, -0.043982, -0.006109, +0.035430, +53.128000, -37.932000, +55.274000,
548294314, -0.100556, +0.253785, +9.686940, -0.029798, -0.013835, +0.003193, +67.731445, +1.972266, +36.348047, -0.136391, +0.179462, +9.683753, -0.043982, -0.009774, +0.035430, +53.998000, -38.338000, +54.346000,
548395450, -0.019154, +0.306458, +9.787496, -0.024477, -0.012771, +0.001064, +67.731445, +1.972266, +36.348047, -0.100499, +0.129212, +9.640682, -0.048869, -0.012217, +0.036652, +53.766000, -38.164000, +54.694000,
548496580, -0.167594, +0.268151, +9.715670, -0.023413, -0.012771, +0.002128, +69.875977, +1.613672, +37.037109, -0.050249, +0.143569, +9.655039, -0.045204, -0.006109, +0.037874, +53.650000, -38.338000, +54.462000,
548597705, -0.138864, +0.272939, +9.758766, -0.026606, -0.017028, +0.003193, +68.803711, +0.896484, +35.314453, -0.093320, +0.114855, +9.655039, -0.042761, -0.014661, +0.034208, +53.766000, -37.758000, +55.854000,
548698857, -0.023942, +0.272939, +9.643844, -0.025541, -0.015963, +0.001064, +68.803711, +0.896484, +38.070703, -0.057428, +0.114855, +9.633504, -0.050091, -0.007330, +0.040317, +53.476000, -38.628000, +55.216000,
548799996, +0.000000, +0.268151, +9.749189, -0.025541, -0.014899, +0.003193, +69.161133, +0.896484, +35.658984, -0.078963, -0.000000, +9.611968, -0.047647, -0.001222, +0.039095, +53.012000, -37.990000, +55.506000,
548901132, -0.076614, +0.292093, +9.691728, -0.025541, -0.014899, +0.003193, +69.161133, +0.896484, +35.658984, -0.057428, +0.114855, +9.568898, -0.045204, -0.012217, +0.041539, +53.534000, -38.628000, +54.404000,
549002265, -0.043096, +0.239420, +9.782708, -0.029798, -0.012771, +0.003193, +68.982422, +1.075781, +35.486719, -0.093320, +0.093320, +9.640682, -0.046426, -0.006109, +0.039095, +53.940000, -38.222000, +55.042000,
549103398, -0.067038, +0.301669, +9.658209, -0.028734, -0.014899, +0.005321, +70.590820, -0.179297, +35.658984, -0.043071, +0.093320, +9.547362, -0.043982, -0.009774, +0.040317, +54.288000, -38.686000, +54.926000,
549204523, -0.067038, +0.234632, +9.677363, -0.025541, -0.012771, +0.000000, +67.374023, +0.179297, +34.625391, -0.150748, +0.093320, +9.604790, -0.043982, -0.006109, +0.040317, +53.998000, -38.570000, +54.752000,
549305757, -0.043096, +0.215478, +9.576807, -0.024477, -0.011706, +0.003193, +70.590820, +0.179297, +35.314453, -0.179462, +0.150748, +9.611968, -0.046426, -0.003665, +0.042761, +53.882000, -38.512000, +54.926000,
549406893, -0.090980, +0.229843, +9.720459, -0.026606, -0.009578, +0.001064, +67.016602, -0.896484, +35.314453, -0.157926, +0.093320, +9.611968, -0.050091, -0.008552, +0.039095, +53.708000, -37.990000, +54.752000,
549508081, -0.129287, +0.191536, +9.888053, -0.026606, -0.013835, +0.002128, +67.016602, -0.896484, +35.314453, -0.057428, +0.150748, +9.676575, -0.045204, -0.007330, +0.041539, +53.418000, -38.338000, +54.752000,
549609229, -0.076614, +0.229843, +9.753978, -0.028734, -0.012771, +0.002128, +68.088867, +0.896484, +36.348047, -0.028714, +0.143569, +9.640682, -0.048869, -0.013439, +0.036652, +53.476000, -37.758000, +53.824000,
549710356, -0.105345, +0.287304, +9.706094, -0.025541, -0.012771, +0.001064, +68.446289, +0.179297, +37.726172, -0.021535, +0.078963, +9.712467, -0.045204, -0.008552, +0.032987, +53.534000, -37.816000, +54.520000,
549811483, -0.062249, +0.339977, +9.787496, -0.024477, -0.009578, +0.000000, +68.446289, +0.179297, +37.726172, -0.043071, +0.179462, +9.690932, -0.047647, -0.003665, +0.034208, +54.056000, -38.106000, +54.694000,
549912624, -0.028730, +0.292093, +9.945514, -0.025541, -0.012771, +0.000000, +69.518555, +0.179297, +36.003516, -0.057428, +0.186640, +9.698110, -0.041539, -0.002443, +0.039095, +53.476000, -38.628000, +55.216000,
550013749, -0.019154, +0.339977, +9.567230, -0.024477, -0.014899, +0.003193, +69.518555, +0.179297, +36.003516, -0.021535, +0.107677, +9.576076, -0.050091, -0.010996, +0.037874, +53.418000, -38.164000, +54.578000,
550114871, -0.086191, +0.248997, +9.648633, -0.024477, -0.015963, +0.004257, +69.518555, +0.179297, +36.003516, -0.050249, +0.114855, +9.533005, -0.040317, -0.012217, +0.032987, +53.534000, -37.816000, +54.288000,
550216002, -0.105345, +0.248997, +9.844957, -0.029798, -0.011706, +0.001064, +67.374023, +0.179297, +36.348047, -0.086142, +0.129212, +9.576076, -0.047647, -0.007330, +0.039095, +53.824000, -38.338000, +55.042000,
550317131, -0.138864, +0.225055, +9.624691, -0.024477, -0.013835, +0.003193, +68.088867, -0.896484, +39.104297, -0.107677, +0.071785, +9.583255, -0.050091, -0.004887, +0.040317, +53.766000, -38.222000, +54.752000,
550418378, -0.009577, +0.287304, +9.730036, -0.027670, -0.011706, +0.003193, +68.803711, +1.613672, +36.348047, -0.043071, +0.078963, +9.540184, -0.050091, -0.002443, +0.037874, +53.244000, -38.222000, +55.506000,
550519565, -0.134075, +0.311246, +9.562441, -0.027670, -0.012771, +0.003193, +68.803711, +1.613672, +36.348047, -0.057428, +0.136391, +9.633504, -0.045204, -0.004887, +0.041539, +53.244000, -38.164000, +54.752000,
550620718, +0.014365, +0.373495, +9.643844, -0.024477, -0.012771, +0.004257, +69.518555, -0.537891, +36.348047, -0.050249, +0.107677, +9.568898, -0.046426, -0.012217, +0.037874, +53.012000, -38.570000, +54.462000,
550721854, -0.105345, +0.272939, +9.864111, -0.024477, -0.013835, +0.001064, +69.518555, -0.537891, +36.348047, -0.208176, +0.100499, +9.611968, -0.040317, -0.002443, +0.035430, +53.128000, -37.468000, +55.042000,
550822986, -0.095768, +0.272939, +9.581595, -0.025541, -0.015963, +0.002128, +69.697266, +1.434375, +35.831250, -0.057428, +0.200997, +9.619147, -0.043982, -0.010996, +0.035430, +53.070000, -37.410000, +54.984000,
550924121, -0.067038, +0.277727, +9.739612, -0.024477, -0.014899, +0.003193, +68.625000, +0.717187, +34.453125, -0.100499, +0.143569, +9.518648, -0.040317, -0.004887, +0.036652, +53.940000, -37.932000, +54.288000,
551025313, -0.004788, +0.244209, +9.792285, -0.026606, -0.015963, +0.003193, +68.625000, +0.717187, +34.453125, -0.043071, +0.172283, +9.705288, -0.048869, -0.015882, +0.042761, +53.012000, -37.816000, +55.506000,
551126466, -0.062249, +0.248997, +9.696517, -0.023413, -0.009578, +0.006385, +67.910156, +1.792969, +35.831250, -0.078963, +0.100499, +9.683753, -0.041539, +0.001222, +0.035430, +53.012000, -38.396000, +55.158000,
551227595, -0.076614, +0.205901, +9.658209, -0.027670, -0.012771, +0.001064, +69.518555, +0.179297, +36.348047, -0.093320, +0.143569, +9.525827, -0.053756, -0.012217, +0.039095, +53.186000, -37.178000, +54.868000,
551328884, -0.052672, +0.258574, +9.600749, -0.024477, -0.012771, +0.001064, +69.161133, +1.255078, +35.658984, -0.050249, +0.043071, +9.518648, -0.041539, -0.004887, +0.040317, +52.896000, -37.410000, +54.984000,
551430018, -0.062249, +0.277727, +9.720459, -0.024477, -0.012771, +0.000000, +68.267578, +0.717187, +35.831250, -0.114855, +0.078963, +9.619147, -0.045204, -0.000000, +0.035430, +52.780000, -37.584000, +54.694000,
551531150, +0.033519, +0.325611, +9.725247, -0.028734, -0.014899, +0.001064, +69.161133, -0.537891, +36.692578, -0.050249, +0.172283, +9.611968, -0.042761, -0.004887, +0.041539, +53.012000, -37.758000, +54.868000,
551632278, -0.014365, +0.253785, +9.801862, -0.032991, -0.013835, +0.003193, +69.161133, -0.537891, +36.692578, +0.035892, +0.107677, +9.655039, -0.064752, -0.002443, +0.040317, +53.360000, -37.874000, +54.926000,
551733406, -0.067038, +0.282516, +9.662998, -0.025541, -0.010642, +0.004257, +68.982422, +2.151562, +34.453125, -0.035892, +0.172283, +9.619147, -0.053756, -0.000000, +0.039095, +53.534000, -37.816000, +55.100000,
551834545, -0.062249, +0.191536, +9.677363, -0.027670, -0.011706, +0.000000, +68.982422, +2.151562, +34.453125, -0.122034, +0.136391, +9.554541, -0.041539, -0.006109, +0.041539, +53.534000, -37.410000, +54.636000,
551935686, -0.114922, +0.301669, +9.911995, -0.024477, -0.012771, +0.001064, +68.625000, +0.000000, +35.486719, -0.100499, +0.193819, +9.640682, -0.041539, +0.001222, +0.037874, +52.954000, -37.932000, +54.114000,
552036823, -0.086191, +0.411803, +9.806650, -0.027670, -0.014899, +0.002128, +68.625000, +0.000000, +35.486719, -0.114855, +0.200997, +9.662218, -0.045204, -0.008552, +0.036652, +53.360000, -38.164000, +54.926000,
552137976, -0.004788, +0.201113, +9.662998, -0.023413, -0.015963, +0.004257, +68.625000, +0.000000, +35.486719, -0.093320, +0.107677, +9.633504, -0.046426, -0.012217, +0.041539, +53.012000, -38.048000, +55.390000,
552239112, -0.114922, +0.325611, +9.677363, -0.025541, -0.013835, +0.003193, +68.803711, -0.896484, +35.314453, -0.078963, +0.086142, +9.590433, -0.046426, -0.006109, +0.032987, +52.838000, -37.758000, +54.984000,
552340237, -0.114922, +0.325611, +9.677363, -0.025541, -0.013835, +0.003193, +68.267578, -0.358594, +35.486719, -0.100499, +0.107677, +9.690932, -0.048869, -0.003665, +0.037874, +52.838000, -38.280000, +54.230000,
552441363, -0.047884, +0.263362, +9.624691, -0.025541, -0.011706, +0.001064, +68.625000, +0.000000, +35.831250, -0.057428, +0.064606, +9.604790, -0.045204, -0.004887, +0.042761, +53.012000, -37.700000, +54.868000,
